,energy,epe
243,435.62256,11.823497
244,434.1309,11.790178
245,433.36203,11.741976
246,434.62045,11.79292
247,434.2233,11.825809
248,433.99503,11.738826
249,434.71353,11.807282
250,434.33994,11.779302
251,431.63165,11.758667
252,432.10458,11.791835
253,431.4692,11.714933
254,435.21304,11.730191
255,436.01974,11.826531
256,433.44427,11.820015
257,433.89218,11.746121
258,435.06998,11.761902
259,436.92587,11.820365
260,432.0717,11.8135195
261,432.3232,11.763217
262,431.98383,11.729529
263,434.6642,11.815443
264,433.05527,11.739014
265,432.8588,11.750383
266,434.52908,11.823098
267,430.79938,11.6946535
268,429.7928,11.740889
269,427.4894,11.70447
270,427.03198,11.691366
271,426.29053,11.646074
272,427.45624,11.687509
273,427.08646,11.7072735
274,427.2094,11.653093
275,428.7272,11.683778
276,429.75653,11.736121
277,427.42548,11.684382
278,427.17584,11.66934
279,428.96652,11.682737
280,426.52545,11.704252
281,426.64545,11.657488
282,425.84906,11.646949
283,427.04184,11.681051
284,426.55246,11.699287
285,425.31354,11.633172
286,427.51144,11.660997
287,425.6627,11.696589
288,427.01913,11.648684
289,428.01617,11.650992
290,427.45383,11.705213
291,430.07535,11.673158
292,430.28387,11.714288
293,429.02463,11.77034
294,428.3668,11.663615
295,427.84445,11.643263
296,427.16812,11.720037
297,428.73203,11.664335
298,427.54953,11.69019
299,425.45364,11.711195
300,424.08545,11.621035
301,423.2329,11.617462
302,422.4782,11.629996
303,421.94434,11.599587
304,421.7396,11.610324
305,421.61652,11.604442
306,421.38666,11.590416
307,421.85165,11.59135
308,422.16397,11.619527
309,422.05447,11.602066
310,424.79166,11.614551
311,425.37994,11.647693
312,424.87088,11.640868
313,427.26004,11.6736555
314,425.4681,11.611856
315,423.38916,11.651402
316,423.2122,11.63659
317,422.37912,11.594641
318,422.6519,11.616316
319,421.50955,11.6093445
320,420.64844,11.576303
321,420.24396,11.596763
322,420.00775,11.581839
323,419.77267,11.555348
324,420.0132,11.592681
325,420.46268,11.573911
326,420.47195,11.560022
327,420.69037,11.615049
328,422.36548,11.565971
329,422.4554,11.595733
330,420.8791,11.63679
331,420.64285,11.551956
332,420.72244,11.568512
333,419.77444,11.611272
334,419.62088,11.552772
335,419.90967,11.55782
336,419.5948,11.600892
337,419.82324,11.552154
338,420.26416,11.56328
339,419.56772,11.603738
340,420.59674,11.5461035
341,421.00516,11.590047
342,419.45844,11.607446
343,419.53238,11.541036
344,419.7226,11.565999
345,418.96533,11.592592
346,419.26263,11.537354
347,419.74393,11.569572
348,419.6804,11.594467
349,420.29422,11.531474
350,421.33252,11.609421
351,420.3604,11.605615
352,419.738,11.533097
353,420.93256,11.6033325
354,419.997,11.588853
355,419.44232,11.5475445
356,420.05508,11.591726
357,419.19366,11.573012
358,418.42258,11.551509
359,417.78232,11.548521
360,417.28873,11.555196
361,417.2935,11.536697
362,417.53033,11.530825
363,416.75146,11.549214
364,416.6101,11.523321
365,416.80038,11.523041
366,416.4315,11.5439625
367,416.52713,11.517905
368,417.00473,11.519125
369,416.4634,11.548225
370,417.06613,11.511542
371,417.73605,11.529317
372,416.97772,11.56227
373,418.1187,11.50488
374,418.66806,11.555055
375,417.0254,11.563136
376,416.57486,11.508722
377,416.80045,11.522672
378,416.043,11.542008
379,416.06363,11.509587
380,416.48242,11.517879
381,415.91666,11.537054
382,416.51752,11.511545
383,417.1241,11.517541
384,416.52826,11.555106
385,417.76215,11.502442
386,418.27734,11.54367
387,416.65543,11.55858
388,416.49686,11.504244
389,416.76285,11.514845
390,416.04764,11.5458765
391,416.07373,11.510569
392,416.47028,11.508714
393,415.94952,11.540083
394,416.0211,11.5028925
395,415.99738,11.515272
396,415.3095,11.532415
397,415.05484,11.492296
398,414.9773,11.51406
399,414.78268,11.507712
400,414.74338,11.49724
401,414.61798,11.503267
402,414.55014,11.504018
403,414.37476,11.500695
404,414.43158,11.492895
405,414.31723,11.507935
406,414.19925,11.491488
407,414.3318,11.494096
408,414.23566,11.503915
409,414.1826,11.488393
410,414.27902,11.500626
411,414.57004,11.495053
412,414.59674,11.495604
413,414.81906,11.513108
414,415.56772,11.488107
415,415.72147,11.514718
416,415.0887,11.523747
417,415.13168,11.479526
418,415.30685,11.504545
419,414.7053,11.524218
420,414.521,11.476598
421,414.63254,11.495107
422,414.1287,11.517875
423,413.9645,11.467539
424,413.83368,11.503247
425,413.56363,11.488649
426,413.50546,11.476641
427,413.4407,11.497971
428,413.3872,11.478682
429,413.5156,11.481484
430,413.38138,11.492159
431,413.25543,11.479447
432,413.43503,11.482646
433,413.37814,11.488225
434,413.1829,11.481186
435,413.35205,11.478536
436,413.27603,11.487925
437,413.102,11.481287
438,413.27344,11.473271
439,413.18802,11.488243
440,413.05496,11.4793005
441,413.25235,11.468108
442,413.16873,11.491166
443,413.03787,11.476905
444,413.25375,11.464372
445,413.18094,11.496
446,413.0539,11.475882
447,413.3215,11.461807
448,413.14798,11.497754
449,413.02985,11.472039
450,413.3591,11.462605
451,413.15033,11.500373
452,412.98624,11.465181
453,413.33838,11.467039
454,413.00967,11.497474
455,412.89984,11.457945
456,413.2515,11.472349
457,412.93317,11.494738
458,412.817,11.4521265
459,413.15094,11.478378
460,412.83344,11.4869
461,412.79388,11.448407
462,412.99545,11.483171
463,412.77002,11.478355
464,412.89752,11.448247
465,413.07016,11.48986
466,412.6231,11.471329
467,412.57504,11.452141
468,412.69864,11.482062
469,412.45187,11.464026
470,412.46777,11.4570055
471,412.45746,11.485808
472,412.70166,11.446573
473,413.09488,11.472315
474,412.54996,11.492377
475,412.68027,11.436469
476,413.22144,11.484253
477,412.43967,11.482097
478,412.33563,11.437912
479,412.78516,11.482283
480,412.28278,11.470637
481,412.17557,11.440657
482,412.41666,11.477476
483,412.2334,11.46329
484,412.22363,11.44387
485,412.26532,11.483129
486,412.3157,11.449639
487,412.57852,11.451091
488,412.4815,11.493469
489,412.52286,11.434554
490,413.1199,11.474031
491,412.46054,11.486598
492,412.39218,11.43325
493,412.94873,11.479797
494,412.0459,11.465663
495,411.70508,11.43925
496,411.57428,11.463923
497,411.22964,11.445483
498,410.9982,11.450219
499,410.9885,11.442675
500,410.9866,11.453145
501,410.88663,11.441627
502,410.8383,11.44662
503,410.76154,11.4446
504,410.74716,11.440681
505,410.70996,11.444742
506,410.65137,11.442634
507,410.64352,11.438072
508,410.6226,11.446969
509,410.58136,11.436821
510,410.6513,11.439643
511,410.58798,11.446815
512,410.59323,11.432169
513,410.72992,11.442032
514,410.6333,11.447295
515,410.6907,11.427259
516,410.9024,11.44904
517,410.83356,11.442111
518,410.9702,11.428445
519,411.0726,11.452579
520,410.75757,11.439941
521,410.99936,11.426099
522,410.99286,11.455595
523,410.64755,11.430625
524,410.41092,11.438591
525,410.34927,11.434105
526,410.26562,11.435851
527,410.1688,11.428354
528,410.13135,11.437932
529,410.0568,11.428316
530,410.04254,11.435239
531,409.9807,11.430153
532,409.95724,11.429746
533,409.9244,11.431829
534,409.89813,11.429925
535,409.89166,11.426935
536,409.86542,11.433919
537,409.82733,11.424525
538,409.84927,11.429318
539,409.76694,11.429845
540,409.76895,11.425252
541,409.76834,11.426995
542,409.77667,11.426663
543,409.76828,11.426246
544,409.723,11.428215
545,409.80112,11.419122
546,409.7613,11.428142
547,409.7922,11.428645
548,409.89255,11.415293
549,409.84775,11.433594
550,409.82443,11.426275
551,410.08667,11.415973
552,410.08524,11.439246
553,409.83145,11.422285
554,409.89447,11.417361
555,410.0108,11.437213
556,409.84018,11.419054
557,409.69318,11.418782
558,409.56348,11.431974
559,409.52496,11.412351
560,409.4968,11.427336
561,409.38617,11.419874
562,409.2968,11.41952
563,409.2902,11.421008
564,409.27936,11.420974
565,409.24313,11.418577
566,409.21567,11.421237
567,409.17508,11.418046
568,409.17227,11.420466
569,409.14276,11.418424
570,409.1307,11.417658
571,409.1103,11.42115
572,409.08182,11.415767
573,409.09256,11.417554
574,409.05707,11.420518
575,409.02884,11.414014
576,409.0524,11.417305
577,408.99576,11.41776
578,408.99045,11.414847
579,408.9876,11.41622
580,408.95804,11.4158325
581,408.97308,11.416736
582,408.93158,11.414263
583,408.9413,11.413371
584,408.96588,11.418854
585,408.90756,11.412016
586,408.96707,11.410958
587,408.968,11.420717
588,408.9248,11.408162
589,408.99854,11.413701
590,408.95877,11.419105
591,408.881,11.406288
592,408.8985,11.413406
593,408.87018,11.417804
594,408.86554,11.403594
595,408.90952,11.4163685
596,408.85666,11.4168005
597,408.92633,11.402289
598,409.0369,11.421476
599,408.89752,11.413941
600,408.92368,11.401542
601,408.99115,11.424429
602,408.8884,11.405025
603,408.91568,11.406764
604,408.82812,11.420336
605,408.827,11.40022
606,408.95486,11.410814
607,408.7711,11.421293
608,408.82928,11.395559
609,408.99088,11.418655
610,408.7305,11.41571
611,408.69504,11.396424
612,408.8278,11.420117
613,408.6442,11.407527
614,408.64752,11.397841
615,408.6548,11.421667
616,408.61978,11.396123
617,408.7387,11.405683
618,408.64594,11.420073
619,408.68967,11.39018
620,408.8336,11.416433
621,408.5407,11.41453
622,408.57733,11.391363
623,408.7564,11.419203
624,408.44708,11.40724
625,408.35892,11.394292
626,408.43805,11.416852
627,408.39902,11.396916
628,408.43625,11.399416
629,408.38358,11.41818
630,408.40167,11.387048
631,408.5938,11.409796
632,408.4059,11.412185
633,408.42978,11.386685
634,408.5542,11.41732
635,408.3079,11.403472
636,408.3016,11.390656
637,408.3909,11.417374
638,408.24673,11.3941145
639,408.2729,11.395179
640,408.2339,11.415213
641,408.23584,11.385046
642,408.3886,11.403364
643,408.2248,11.412194
644,408.2475,11.381885
645,408.42435,11.413978
646,408.1594,11.403091
647,408.1352,11.386861
648,408.27664,11.413409
649,408.065,11.394612
650,408.02744,11.3902025
651,408.0479,11.41242
652,408.091,11.383896
653,408.2398,11.397783
654,408.0445,11.411508
655,408.10812,11.378431
656,408.34738,11.410461
657,408.00583,11.401858
658,407.96753,11.383767
659,408.13113,11.40904
660,407.86423,11.394567
661,407.769,11.38574
662,407.83963,11.405991
663,407.85355,11.386289
664,407.94623,11.389969
665,407.8312,11.4091625
666,407.90326,11.377845
667,408.16113,11.401064
668,407.8464,11.4042
669,407.83072,11.377713
670,408.0671,11.4075165
671,407.7816,11.3961
672,407.70312,11.381088
673,407.82297,11.40342
674,407.70053,11.388914
675,407.70737,11.383738
676,407.6696,11.402614
677,407.71506,11.381394
678,407.8667,11.389508
679,407.66162,11.40182
680,407.6806,11.378562
681,407.96402,11.396369
682,407.72308,11.399312
683,407.72183,11.376809
684,407.93484,11.400018
685,407.68146,11.394647
686,407.52887,11.381147
687,407.6285,11.392272
688,407.55634,11.395094
689,407.55133,11.3784895
690,407.5729,11.39282
691,407.53055,11.394049
692,407.5402,11.374953
693,407.55997,11.399804
694,407.48605,11.3881855
695,407.54205,11.374764
696,407.55344,11.408388
697,407.68896,11.375757
698,407.9133,11.3834095
699,407.62378,11.4123745
700,407.65262,11.367909
701,407.88763,11.395976
702,407.37183,11.401686
703,407.24002,11.37075
704,407.44595,11.393737
705,407.16644,11.391782
706,407.0454,11.371597
707,407.2242,11.395612
708,407.16382,11.382211
709,407.16162,11.373655
710,407.18375,11.40184
711,407.32544,11.368003
712,407.57095,11.389101
713,407.22626,11.403486
714,407.16266,11.362359
715,407.45508,11.400148
716,407.14664,11.39062
717,407.02902,11.364818
718,407.1215,11.402229
719,407.11212,11.377772
720,407.18335,11.370428
721,407.00327,11.403597
722,407.05936,11.36718
723,407.26254,11.379926
724,406.94708,11.39885
725,406.85742,11.363962
726,407.0701,11.386358
727,406.867,11.389603
728,406.7574,11.365675
729,406.88824,11.3901615
730,406.82428,11.381805
731,406.84067,11.367253
732,406.84305,11.396379
733,406.90692,11.371562
734,407.11893,11.371621
735,407.0044,11.402392
736,406.9589,11.361849
737,407.206,11.385865
738,407.10065,11.395729
739,407.07574,11.358876
740,407.2443,11.396522
741,406.74966,11.3805895
742,406.63727,11.371946
743,406.67746,11.386096
744,406.5456,11.3686905
745,406.42746,11.37852
746,406.40967,11.369787
747,406.42603,11.380612
748,406.45258,11.370219
749,406.45663,11.377777
750,406.40457,11.371114
751,406.38824,11.375741
752,406.3315,11.371348
753,406.34058,11.376734
754,406.3065,11.369188
755,406.28104,11.375859
756,406.25003,11.371775
757,406.2463,11.370675
758,406.22552,11.375468
759,406.18893,11.367478
760,406.16312,11.373857
761,406.15738,11.3706875
762,406.14865,11.368344
763,406.1038,11.374427
764,406.08188,11.367557
765,406.0854,11.370417
766,406.07108,11.372087
767,406.04514,11.367643
768,406.04144,11.371051
769,406.0586,11.371183
770,406.03027,11.366579
771,406.0203,11.370687
772,406.04874,11.370509
773,406.0176,11.36656
774,405.99356,11.369172
775,406.0148,11.371101
776,405.99463,11.365104
777,405.9895,11.368654
778,405.99057,11.371898
779,405.97272,11.363052
780,405.98163,11.370322
781,405.98633,11.371095
782,405.96484,11.361002
783,405.9778,11.373763
784,406.00543,11.368523
785,406.04034,11.360809
786,406.01474,11.37881
787,405.9853,11.362784
788,406.0804,11.36338
789,406.11084,11.379457
790,406.02417,11.358918
791,406.03787,11.367323
792,406.02036,11.37575
793,406.0976,11.356725
794,406.24994,11.374769
795,405.96323,11.3723345
796,405.81793,11.357783
797,405.7903,11.37243
798,405.75177,11.35966
799,405.72238,11.367225
800,405.70856,11.361629
801,405.69647,11.368536
802,405.69693,11.3587055
803,405.69614,11.368487
804,405.67123,11.359925
805,405.64258,11.366491
806,405.59906,11.361018
807,405.58716,11.364495
808,405.56607,11.360692
809,405.55893,11.365136
810,405.53424,11.361086
811,405.52203,11.363325
812,405.5044,11.361771
813,405.49615,11.361422
814,405.48334,11.362671
815,405.46793,11.361365
816,405.4531,11.360781
817,405.44644,11.36364
818,405.4331,11.358208
819,405.4271,11.364395
820,405.40842,11.359362
821,405.40326,11.360254
822,405.38507,11.362681
823,405.376,11.358887
824,405.3821,11.360425
825,405.36935,11.363423
826,405.35052,11.356177
827,405.34628,11.363685
828,405.32465,11.359146
829,405.3203,11.357656
830,405.29904,11.363065
831,405.29565,11.357195
832,405.3221,11.358912
833,405.30258,11.363708
834,405.27393,11.353083
835,405.29117,11.364301
836,405.2878,11.358126
837,405.30002,11.354142
838,405.2735,11.367752
839,405.2823,11.351522
840,405.3877,11.360413
841,405.33176,11.366234
842,405.2871,11.348821
843,405.35403,11.369557
844,405.37723,11.353749
845,405.40366,11.355501
846,405.34833,11.371069
847,405.34375,11.344939
848,405.42764,11.36458
849,405.35767,11.363828
850,405.35916,11.347344
851,405.34912,11.369741
852,405.24762,11.349836
853,405.16364,11.359059
854,405.12558,11.355107
855,405.1059,11.356681
856,405.08328,11.35652
857,405.0685,11.355204
858,405.05865,11.358549
859,405.07095,11.352443
860,405.07083,11.358951
861,405.054,11.352967
862,405.0187,11.357592
863,404.97537,11.352755
864,404.96457,11.357667
865,404.95224,11.3514185
866,404.95102,11.358689
867,404.93134,11.351759
868,404.92642,11.356011
869,404.90982,11.354165
870,404.899,11.353377
871,404.88736,11.354948
872,404.8769,11.353906
873,404.8672,11.35275
874,404.8655,11.355947
875,404.8443,11.351729
876,404.8372,11.35465
877,404.83252,11.353053
878,404.82315,11.353569
879,404.81003,11.352492
880,404.8052,11.354867
881,404.791,11.350952
882,404.78745,11.354591
883,404.77347,11.352689
884,404.77362,11.35154
885,404.7712,11.353631
886,404.764,11.353765
887,404.7558,11.348966
888,404.7487,11.35665
889,404.7315,11.349967
890,404.72955,11.350737
891,404.70963,11.354526
892,404.70465,11.3501425
893,404.7136,11.350279
894,404.69406,11.355943
895,404.66986,11.346474
896,404.6801,11.354259
897,404.66232,11.351682
898,404.64398,11.34799
899,404.64993,11.354387
900,404.6636,11.350289
901,404.68185,11.347354
902,404.66104,11.359011
903,404.65085,11.342233
904,404.71185,11.354882
905,404.68533,11.353894
906,404.63406,11.343309
907,404.6487,11.358668
908,404.68677,11.346751
909,404.70956,11.345703
910,404.64474,11.361555
911,404.6289,11.339659
912,404.7195,11.353618
913,404.65924,11.354929
914,404.571,11.342032
915,404.55447,11.355118
916,404.61298,11.348353
917,404.59503,11.344779
918,404.5316,11.356023
919,404.51166,11.345137
920,404.59894,11.34668
921,404.5693,11.3537655
922,404.51248,11.3466015
923,404.54868,11.344838
924,404.61166,11.357612
925,404.59146,11.3411
926,404.6468,11.350526
927,404.5812,11.354203
928,404.58936,11.340171
929,404.76266,11.357171
930,404.7132,11.348411
931,404.63852,11.344041
932,404.53738,11.354835
933,404.45605,11.34404
934,404.45023,11.346343
935,404.44122,11.348646
936,404.3976,11.347503
937,404.3587,11.344569
938,404.32086,11.350288
939,404.30078,11.342913
940,404.28592,11.348532
941,404.26956,11.344794
942,404.25034,11.347058
943,404.23578,11.345808
944,404.23663,11.346499
945,404.22635,11.345588
946,404.21854,11.346303
947,404.20035,11.345535
948,404.19168,11.345347
949,404.19052,11.346405
950,404.18073,11.344368
951,404.17227,11.345861
952,404.1616,11.346069
953,404.15286,11.343133
954,404.15176,11.3471985
955,404.1393,11.343641
956,404.13226,11.344993
957,404.1271,11.346
958,404.11572,11.343253
959,404.1085,11.345336
960,404.1015,11.345403
961,404.09457,11.342603
962,404.09082,11.345685
963,404.07944,11.344255
964,404.07513,11.3433695
965,404.07266,11.345385
966,404.05978,11.343712
967,404.04883,11.343381
968,404.04562,11.345154
969,404.04007,11.342074
970,404.02975,11.34452
971,404.02325,11.34451
972,404.0267,11.340149
973,404.02396,11.346778
974,404.02582,11.3425455
975,404.0385,11.339822
976,404.02045,11.349067
977,404.02518,11.338076
978,404.05927,11.342839
979,404.03027,11.347905
980,403.99,11.337186
981,404.00314,11.345782
982,404.00833,11.344411
983,403.98154,11.338344
984,403.96304,11.345769
985,403.9682,11.342259
986,403.99933,11.337907
987,404.00024,11.348035
988,403.9837,11.338691
989,403.9904,11.339783
990,403.97525,11.347815
991,403.96442,11.335724
992,403.98785,11.345178
993,403.9472,11.343231
994,403.92438,11.337585
995,403.95605,11.344783
996,403.9611,11.340693
997,403.94504,11.337913
998,403.90262,11.344683
999,403.91595,11.338236
1000,403.97052,11.340225
1001,403.9189,11.3446
1002,403.86456,11.338095
1003,403.87338,11.339689
1004,403.9124,11.3449335
1005,403.89154,11.333597
1006,403.8506,11.3449955
1007,403.8132,11.339912
1008,403.85275,11.334578
1009,403.8264,11.348419
1010,403.78287,11.334314
1011,403.8059,11.340525
1012,403.7878,11.345457
1013,403.76312,11.331691
1014,403.74368,11.346427
1015,403.7385,11.336221
1016,403.76828,11.336166
1017,403.7282,11.346263
1018,403.69254,11.332399
1019,403.7161,11.34285
1020,403.71262,11.340209
1021,403.69876,11.333174
1022,403.68045,11.344687
1023,403.6792,11.335477
1024,403.72775,11.335428
1025,403.7276,11.346573
1026,403.69623,11.331834
1027,403.70605,11.34089
1028,403.71393,11.341966
1029,403.7603,11.3310795
1030,403.7947,11.344851
1031,403.69656,11.339296
1032,403.67496,11.332007
1033,403.72134,11.345666
1034,403.707,11.333812
1035,403.69778,11.336047
1036,403.64395,11.344581
1037,403.61868,11.330175
1038,403.67993,11.342294
1039,403.6511,11.338063
1040,403.6049,11.333003
1041,403.57785,11.340949
1042,403.57687,11.334847
1043,403.5947,11.333976
1044,403.55496,11.341781
1045,403.5164,11.332214
1046,403.54474,11.336783
1047,403.55414,11.339593
1048,403.5223,11.330924
1049,403.50848,11.339415
1050,403.50027,11.337084
1051,403.5196,11.330124
1052,403.47757,11.34373
1053,403.45285,11.330241
1054,403.497,11.335859
1055,403.4744,11.341215
1056,403.43243,11.328557
1057,403.43716,11.339963
1058,403.4437,11.3356085
1059,403.4477,11.329255
1060,403.41678,11.343424
1061,403.3958,11.329139
1062,403.43143,11.334926
1063,403.41513,11.341117
1064,403.39957,11.326793
1065,403.40277,11.339706
1066,403.39334,11.335292
1067,403.4313,11.327044
1068,403.4327,11.343767
1069,403.3859,11.328764
1070,403.3774,11.333028
1071,403.3898,11.340918
1072,403.40363,11.326425
1073,403.41306,11.33745
1074,403.33426,11.337607
1075,403.3481,11.325182
1076,403.39957,11.3430605
1077,403.36182,11.32943
1078,403.34775,11.33106
1079,403.3221,11.341716
1080,403.3367,11.323411
1081,403.36417,11.339327
1082,403.30548,11.333525
1083,403.28207,11.327913
1084,403.30084,11.339279
1085,403.2852,11.327963
1086,403.26883,11.332098
1087,403.2358,11.335161
1088,403.23422,11.328618
1089,403.2708,11.334102
1090,403.24805,11.3328905
1091,403.19904,11.329117
1092,403.1896,11.332166
1093,403.23883,11.332042
1094,403.26532,11.327327
1095,403.22458,11.336151
1096,403.1596,11.328287
1097,403.17307,11.327678
1098,403.20087,11.337071
1099,403.2,11.325313
1100,403.19852,11.333688
1101,403.14664,11.333715
1102,403.14688,11.321806
1103,403.16135,11.339973
1104,403.15625,11.324178
1105,403.15875,11.33133
1106,403.0834,11.334594
1107,403.05664,11.322908
1108,403.06955,11.334949
1109,403.07346,11.328944
1110,403.05875,11.326528
1111,403.00836,11.334474
1112,403.004,11.32533
1113,403.04428,11.329789
1114,403.03482,11.332307
1115,403.0123,11.326255
1116,403.01193,11.329687
1117,402.99512,11.331071
1118,402.9999,11.326131
1119,403.06445,11.330111
1120,403.05405,11.332664
1121,402.9993,11.323762
1122,403.0115,11.331483
1123,403.07538,11.330389
1124,403.1227,11.321238
1125,403.06674,11.339416
1126,403.0074,11.320875
1127,403.03513,11.327952
1128,403.00775,11.33694
1129,402.97266,11.318406
1130,402.9621,11.336074
1131,402.9291,11.327294
1132,402.9385,11.320716
1133,402.89438,11.338983
1134,402.88232,11.318938
1135,402.92914,11.330345
1136,402.8955,11.332819
1137,402.87827,11.319488
1138,402.8653,11.334323
1139,402.867,11.325477
1140,402.9315,11.322562
1141,402.9335,11.334941
1142,402.89746,11.322719
1143,402.8475,11.326798
1144,402.86746,11.330803
1145,402.94727,11.322557
1146,402.98135,11.327879
1147,402.86874,11.332128
1148,402.79276,11.318411
1149,402.84082,11.332049
